City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Lucapa,AO,-8.4192,20.7447,66.25,59,0,3.69,clear sky
350,Kasongo-Lunda,CD,-6.4667,16.8167,69.78,94,15,1.32,few clouds
351,Victoria,HK,22.2855,114.1577,75.25,93,100,17.0,overcast clouds
352,Chodavaram,IN,17.8333,82.95,82.24,83,53,3.89,broken clouds
353,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,88,20,16.67,light intensity shower rain
354,Yerbogachen,RU,61.2767,108.0108,59.31,46,31,3.4,scattered clouds
355,Bontang,ID,0.1333,117.5,80.96,79,61,3.96,broken clouds
356,Rawson,AR,-43.3002,-65.1023,49.6,46,0,18.54,clear sky
357,Kattivakkam,IN,13.2167,80.3167,84.29,90,100,12.37,overcast clouds
358,Vila Do Maio,CV,15.1333,-23.2167,81.39,86,100,17.9,overcast clouds
359,Melito Di Porto Salvo,IT,37.9222,15.7714,67.14,48,4,11.5,clear sky
360,Wanning,CN,18.8003,110.3967,84.52,78,71,6.85,broken clouds
361,Iwanai,JP,42.9744,140.5089,56.21,62,5,10.2,clear sky
362,Boz,FR,46.4071,4.9109,53.4,92,63,0.63,broken clouds
363,Itarema,BR,-2.9248,-39.9167,78.3,88,39,12.06,scattered clouds
364,Guarapuava,BR,-25.3953,-51.4581,54.81,99,100,1.41,overcast clouds
365,Swan River,CA,52.1058,-101.2676,46.29,66,100,13.8,light rain
366,Jales,BR,-20.2689,-50.5458,65.79,78,60,3.49,light rain
367,Safranbolu,TR,41.2508,32.6942,52.99,73,72,1.57,broken clouds
368,Honiara,SB,-9.4333,159.95,86.2,67,100,4.29,overcast clouds
369,Iralaya,HN,15.0,-83.2333,78.75,81,1,3.04,clear sky
370,Morant Bay,JM,17.8815,-76.4093,83.82,86,85,9.44,overcast clouds
371,Chernyshevskiy,RU,63.0128,112.4714,45.34,82,75,2.55,broken clouds
372,Salinopolis,BR,-0.6136,-47.3561,78.76,88,91,10.31,moderate rain
373,Northam,GB,51.0333,-4.2167,54.61,84,100,5.28,overcast clouds
374,Douglas,US,41.3,-96.167,79.68,32,0,11.5,clear sky
375,Dotnuva,LT,55.35,23.9,48.88,89,100,8.77,overcast clouds
376,Sulangan,PH,11.1373,123.7228,82.54,76,100,6.44,overcast clouds
377,Envira,BR,-7.3,-70.2167,72.75,97,59,0.98,broken clouds
378,Beloha,MG,-25.1667,45.05,63.86,94,3,5.57,clear sky
379,Bonfim,BR,3.0833,-59.95,80.02,74,73,7.14,broken clouds
380,Uruzgan,AF,32.8333,66.0,63.72,30,3,2.57,clear sky
381,Bereda,ES,43.2686,-7.5406,54.25,99,100,2.35,overcast clouds
382,Nguruka,TZ,-5.1092,31.0419,64.38,85,98,1.21,overcast clouds
383,Innisfail,AU,-17.5333,146.0333,79.14,68,0,2.86,clear sky
384,Vila Velha,BR,-20.3297,-40.2925,76.95,69,75,3.44,broken clouds
385,Norman Wells,CA,65.282,-126.8329,39.24,65,100,21.85,overcast clouds
386,Imbituba,BR,-28.24,-48.6703,69.85,95,100,5.01,moderate rain
387,Marawi,PH,7.9986,124.2928,77.22,76,97,0.56,overcast clouds
388,Buchanan,LR,5.8808,-10.0467,78.4,91,100,6.58,overcast clouds
389,Charters Towers,AU,-20.1,146.2667,76.28,41,0,4.76,clear sky
390,Debar,MK,41.525,20.5275,57.24,92,100,2.66,overcast clouds
391,Linhares,BR,-19.3911,-40.0722,69.08,86,59,3.06,broken clouds
392,Bhabua,IN,25.05,83.6167,90.03,41,55,5.93,broken clouds
393,Honavar,IN,14.2833,74.45,81.1,83,100,7.09,overcast clouds
394,Chiredzi,ZW,-21.05,31.6667,61.09,74,0,1.86,clear sky
395,Surab,PK,28.4914,66.2585,62.85,32,0,7.52,clear sky
396,Champerico,GT,14.3,-91.9167,81.14,69,8,6.87,clear sky
397,Ostrovnoy,RU,68.0531,39.5131,36.86,78,57,5.01,broken clouds
398,Brattvag,NO,62.6002,6.4434,46.44,100,100,11.5,light rain
399,Kaabong,UG,3.4836,34.1492,65.39,75,100,11.7,overcast clouds
400,Roma,US,43.2128,-75.4557,73.54,82,100,9.22,overcast clouds
401,Turukhansk,RU,65.8167,87.9833,54.59,68,84,5.88,broken clouds
402,San Juan De Los Morros,VE,9.9115,-67.3538,77.63,64,100,1.72,overcast clouds
403,Gryazovets,RU,58.88,40.2525,39.31,98,76,6.76,broken clouds
404,Ust-Kuyga,RU,70.0167,135.6,22.68,80,60,5.91,broken clouds
405,Kandra,IN,22.85,86.05,82.0,74,75,0.0,haze
406,Cocorit,MX,27.5833,-109.9667,94.5,10,99,14.12,overcast clouds
407,Pantai Remis,MY,4.4557,100.6288,77.02,83,100,3.96,light rain
408,Ayagoz,KZ,47.9714,80.4392,58.35,76,100,13.29,light rain
409,Saint-Pierre,RE,-21.3393,55.4781,67.68,68,0,8.05,clear sky
410,Sooke,CA,48.3746,-123.7276,58.19,80,93,4.61,overcast clouds
411,Kindu,CD,-2.95,25.95,69.37,94,34,1.34,light rain
412,Guthrie,US,35.8789,-97.4253,88.88,55,0,5.75,clear sky
413,Faanui,PF,-16.4833,-151.75,81.72,65,0,11.74,clear sky
414,Karratha,AU,-20.7377,116.8463,75.9,39,0,21.05,clear sky
415,Dutse,NG,11.7594,9.3392,83.7,37,86,8.14,overcast clouds
416,Botshabelo,ZA,-29.2702,26.7052,38.57,33,0,3.85,clear sky
417,Micheweni,TZ,-4.9667,39.8333,76.78,87,54,10.76,moderate rain
418,Iberia,US,29.9502,-91.7507,82.47,61,20,8.05,light rain
419,Clarence Town,AU,-32.5833,151.7833,72.81,70,99,4.92,overcast clouds
420,Aykhal,RU,66.0,111.5,36.37,99,100,3.78,overcast clouds
421,Calabar,NG,4.9517,8.322,76.12,93,65,2.71,light rain
422,China,MX,25.7,-99.2333,87.24,40,0,23.64,clear sky
423,Kwinana,AU,-32.25,115.7667,58.17,88,100,5.03,overcast clouds
424,Launceston,AU,-41.45,147.1667,58.64,93,100,17.27,overcast clouds
425,Vao,NC,-22.6667,167.4833,73.71,71,62,16.26,broken clouds
426,Chicama,PE,-7.8447,-79.1469,61.34,78,47,6.26,scattered clouds
427,Dali,CN,25.7,100.1833,62.65,88,100,4.47,overcast clouds
428,Kailua,US,21.4022,-157.7394,84.18,61,20,16.11,few clouds
429,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,20,3.44,few clouds
430,Varhaug,NO,58.6147,5.6457,48.85,92,51,8.08,broken clouds
431,Kubuta,SZ,-26.8833,31.4833,63.66,88,100,2.95,light rain
432,Beringovskiy,RU,63.05,179.3167,42.1,79,100,4.99,overcast clouds
433,Mantua,IT,45.1667,10.7833,67.15,83,67,1.99,broken clouds
434,Gambela,ET,8.25,34.5833,72.37,90,98,3.29,moderate rain
435,Tupi Paulista,BR,-21.3811,-51.5706,65.88,88,100,4.68,light rain
436,Nioro,GM,13.35,-15.75,79.45,55,1,9.86,clear sky
437,Pankovka,RU,58.5,31.1999,46.53,90,100,3.89,overcast clouds
438,Road Town,VG,18.4167,-64.6167,80.64,74,40,12.66,scattered clouds
439,Roosendaal,NL,51.5308,4.4653,57.99,80,75,5.75,broken clouds
440,Neuquen,AR,-38.9516,-68.0591,42.69,70,0,0.0,clear sky
441,Half Moon Bay,US,37.4636,-122.4286,84.88,76,0,24.16,clear sky
442,Great Bend,US,38.3645,-98.7648,68.13,77,100,3.44,light rain
443,San Ramon,US,37.7799,-121.978,89.49,46,0,13.8,clear sky
444,Ati,TD,13.2154,18.3353,84.29,48,10,9.01,clear sky
445,Altay,CN,47.8667,88.1167,63.57,29,100,5.23,overcast clouds
446,Ambilobe,MG,-13.2,49.05,66.38,90,0,3.74,clear sky
447,Kysyl-Syr,RU,63.8986,122.7617,34.34,53,13,7.23,few clouds
448,Puerto Escondido,MX,15.85,-97.0667,84.31,74,17,6.17,few clouds
449,Ozieri,IT,40.586,9.0012,59.92,65,81,2.21,broken clouds
450,Matara,LK,5.9485,80.5353,77.85,90,100,13.62,light rain
451,Sakaiminato,JP,35.55,133.2333,62.58,63,75,3.44,broken clouds
452,Ngunguru,NZ,-35.6167,174.5,68.77,66,100,9.98,overcast clouds
453,Sitka,US,57.0531,-135.33,49.89,66,100,10.36,overcast clouds
454,Yumen,CN,40.2833,97.2,56.75,21,0,10.13,clear sky
455,Belle Fourche,US,44.6714,-103.8522,65.32,27,100,5.55,overcast clouds
456,Itaguai,BR,-22.8522,-43.7753,73.02,78,100,5.75,overcast clouds
457,Khuzhir,RU,53.1939,107.3397,40.86,65,84,2.73,broken clouds
458,Goure,NE,13.9835,10.2704,78.76,15,17,6.26,few clouds
459,Venado Tuerto,AR,-33.7456,-61.9688,57.76,29,100,9.31,moderate rain
460,Akonolinga,CM,3.7667,12.25,68.45,99,100,1.83,overcast clouds
461,Kyren,RU,51.6828,102.1408,61.54,27,53,0.92,broken clouds
462,Tsuruga,JP,35.6455,136.0558,62.29,50,100,4.79,overcast clouds
463,Outram,MY,1.2829,103.8379,86.02,85,75,4.61,broken clouds
464,Mahajanga,MG,-15.7167,46.3167,69.82,78,20,4.61,few clouds
465,Hvolsvollur,IS,63.7533,-20.2243,45.14,82,100,6.11,overcast clouds
466,Oksfjord,NO,70.2396,22.3479,39.38,100,100,3.91,light rain
467,Chegutu,ZW,-18.1302,30.1407,53.02,57,0,6.46,clear sky
468,George,ZA,-33.963,22.4617,45.95,93,0,2.3,clear sky
469,Matelandia,BR,-25.2408,-53.9964,59.07,98,100,4.99,moderate rain
470,Leh,IN,34.1667,77.5833,47.08,33,0,3.6,clear sky
471,Laramie,US,41.3114,-105.5911,63.55,23,75,27.63,broken clouds
472,Bilibino,RU,68.0546,166.4372,35.01,100,100,7.99,light snow
473,Malakwal,PK,32.5536,73.2123,87.6,8,9,5.39,clear sky
474,Verkhnevilyuysk,RU,63.4453,120.3167,40.82,48,29,3.13,scattered clouds
475,Seoul,KR,37.5683,126.9778,63.79,38,0,6.91,clear sky
476,Longido,TZ,-2.7333,36.6833,60.33,92,44,4.94,scattered clouds
477,Barranco,PA,9.5167,-82.7,78.49,90,100,1.39,overcast clouds
478,Douazeci Si Trei August,RO,43.9167,28.5833,63.32,76,100,9.46,overcast clouds
479,Shenjiamen,CN,29.9576,122.298,55.08,74,100,3.38,overcast clouds
480,Nuuk,GL,64.1835,-51.7216,25.41,93,100,10.36,light snow
481,Maumere,ID,-8.6199,122.2111,83.8,68,22,3.6,few clouds
482,Lisakovsk,KZ,52.5369,62.4936,50.74,77,36,7.16,scattered clouds
483,Luanda,AO,-8.8368,13.2343,75.2,88,0,2.3,clear sky
484,Klaksvik,FO,62.2266,-6.589,49.12,92,99,8.37,overcast clouds
485,Peniche,PT,39.3558,-9.3811,65.08,87,100,13.24,overcast clouds
486,Samarai,PG,-10.6167,150.6667,84.49,69,4,4.38,clear sky
487,Kisangani,CD,0.5167,25.2,70.75,98,100,1.01,overcast clouds
488,Pedernales,DO,18.0384,-71.744,80.28,74,100,10.0,overcast clouds
489,Sefophe,BW,-22.1833,27.9667,60.44,46,5,3.67,clear sky
490,Jasper,US,37.2001,-94.3502,86.05,51,20,0.0,few clouds
491,Giyon,ET,8.5333,37.9833,59.92,38,70,5.99,broken clouds
492,Sile,TR,41.1754,29.6133,61.47,60,63,1.99,broken clouds
493,Watsa,CD,3.0372,29.5355,63.97,95,100,2.91,overcast clouds
494,Griffith,US,41.5284,-87.4237,79.29,50,0,5.75,clear sky
495,Iskateley,RU,67.6803,53.1512,36.43,93,57,11.41,broken clouds
496,Otane,NZ,-39.8833,176.6333,61.02,86,100,1.54,overcast clouds
497,Bagdarin,RU,54.4333,113.6,54.41,36,13,8.08,few clouds
498,Kjollefjord,NO,70.9457,27.3465,39.25,89,100,5.57,overcast clouds
499,Juneau,US,58.3019,-134.4197,52.84,79,75,11.5,shower rain
500,Erenhot,CN,43.6475,111.9767,58.42,18,18,15.46,few clouds
501,Whitianga,NZ,-36.8333,175.7,65.71,83,96,12.46,light rain
502,Te Anau,NZ,-45.4167,167.7167,56.5,70,18,0.54,few clouds
503,Taraza,CO,7.5836,-75.4007,77.22,96,89,1.97,overcast clouds
504,Lompoc,US,34.6391,-120.4579,83.01,65,0,16.11,clear sky
505,Maniitsoq,GL,65.4167,-52.9,27.43,63,80,9.06,broken clouds
506,Oranjestad,AW,12.524,-70.027,82.35,69,20,23.02,few clouds
507,Kirakira,SB,-10.4544,161.9205,85.24,69,98,4.61,overcast clouds
508,Upata,VE,8.0086,-62.3989,80.19,76,42,6.26,scattered clouds
509,Bitung,ID,1.4451,125.1824,81.45,88,100,10.16,overcast clouds
510,Beinamar,TD,8.6698,15.3813,80.13,56,41,2.37,scattered clouds
511,Razam,IN,18.4667,83.6667,83.8,79,21,7.29,few clouds
512,Valparaiso,CL,-33.0393,-71.6273,55.47,84,0,2.3,clear sky
513,Paita,PE,-5.0892,-81.1144,67.64,79,92,14.41,overcast clouds
514,Leningradskiy,RU,69.3833,178.4167,35.15,98,100,15.37,overcast clouds
515,Poum,NC,-20.2333,164.0167,77.47,75,96,16.22,overcast clouds
516,Fort Nelson,CA,58.8053,-122.7002,47.79,71,75,9.22,broken clouds
517,Ler,SS,8.3018,30.1418,80.26,57,10,2.71,light rain
518,Catemaco,MX,18.4167,-95.1167,75.78,75,5,7.05,clear sky
519,Tautira,PF,-17.7333,-149.15,80.56,71,7,13.13,clear sky
520,Diebougou,BF,10.9667,-3.25,85.42,58,10,8.16,clear sky
521,Elko,US,41.0002,-115.5012,73.42,30,66,13.29,broken clouds
522,Lewistown,US,40.5992,-77.5714,67.8,100,91,3.22,overcast clouds
523,Miramar,US,25.9873,-80.2323,82.42,74,75,9.22,broken clouds
524,Snasa,NO,64.2457,12.3778,39.69,88,100,12.75,overcast clouds
525,Vostochnyy,RU,55.8167,37.8667,48.47,83,97,5.88,overcast clouds
526,Sisophon,KH,13.5859,102.9737,84.94,72,92,6.35,overcast clouds
527,Gizo,SB,-8.103,156.8419,83.98,69,55,0.81,broken clouds
528,Manzanillo,CU,20.3433,-77.1167,76.48,79,16,5.66,few clouds
529,Skaelskor,DK,55.2506,11.2935,49.17,83,10,12.91,clear sky
530,Balkanabat,TM,39.5108,54.3671,69.1,35,41,13.51,scattered clouds
531,Kingisepp,RU,59.3733,28.6134,41.88,98,95,5.53,overcast clouds
532,Mecca,SA,21.4267,39.8261,89.37,15,0,7.27,clear sky
533,Pitiquito,MX,30.7,-112.0833,96.21,7,0,17.34,clear sky
534,Siaya,KE,0.0612,34.2882,62.49,89,12,3.09,few clouds
535,Tingi,TZ,-11.3,35.0333,58.5,83,38,2.24,scattered clouds
536,Tarakan,ID,3.3,117.6333,80.1,83,20,5.75,few clouds
537,Gobabis,NA,-22.45,18.9667,57.78,31,0,7.7,clear sky
538,Labuan,MY,5.2767,115.2417,86.36,79,20,3.44,few clouds
539,Tungor,RU,53.3808,142.9564,33.12,100,100,11.97,light snow
540,Cloquet,US,46.7216,-92.4594,67.39,34,0,10.36,clear sky
541,Dubbo,AU,-32.25,148.6167,66.33,100,100,1.14,overcast clouds
542,Kushima,JP,31.4583,131.2333,68.9,67,100,0.45,overcast clouds
543,Abnub,EG,27.2696,31.1511,73.62,38,100,19.08,overcast clouds
544,Okhotsk,RU,59.3833,143.3,37.4,93,100,19.15,light rain
545,Palana,RU,59.1167,159.9667,41.41,83,92,8.01,overcast clouds
546,Sept-Iles,CA,50.2001,-66.3821,52.05,62,75,3.44,broken clouds
547,Southbridge,US,42.0751,-72.0334,72.21,85,100,1.99,overcast clouds
548,Meridian,US,43.6121,-116.3915,72.16,46,0,10.36,clear sky
549,Miyako,JP,39.6367,141.9525,57.74,53,100,4.52,overcast clouds
550,Laguna,US,38.421,-121.4238,91.76,21,0,11.5,clear sky
551,Champa,IN,22.05,82.65,89.82,35,40,4.68,scattered clouds
552,Kavaratti,IN,10.5669,72.642,80.62,82,100,20.42,moderate rain
553,Huarmey,PE,-10.0681,-78.1522,64.42,85,36,6.82,scattered clouds
554,Dalbandin,PK,28.8947,64.4101,72.28,28,0,7.94,clear sky
555,Iracoubo,GF,5.4802,-53.2011,78.48,89,100,9.6,overcast clouds
556,Mangai,CD,-4.05,19.5333,69.62,99,99,1.05,overcast clouds
557,Aberdeen,GB,57.1437,-2.0981,46.54,93,100,3.44,overcast clouds
558,Mpulungu,ZM,-8.7623,31.1141,68.41,76,2,6.69,clear sky
559,Cazones,MX,20.7167,-97.3167,78.28,73,29,9.55,scattered clouds
560,Galeana,MX,24.8333,-100.0667,69.26,40,5,9.78,clear sky
561,Akdepe,TM,42.0551,59.3788,57.29,32,1,7.09,clear sky
562,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.6,35,0,11.5,clear sky
563,Swift Current,CA,50.2834,-107.8014,54.41,62,75,9.22,broken clouds
564,Moindou,NC,-21.6924,165.677,78.89,63,67,3.85,broken clouds
565,Wana,PK,32.2989,69.5725,75.94,15,8,10.54,clear sky
566,Kampene,CD,-3.6,26.6667,68.41,93,100,0.89,light rain
567,Mezen,RU,65.8522,44.24,39.15,96,100,7.43,overcast clouds
568,Parkes,AU,-33.1333,148.1833,65.35,95,100,4.72,light rain
569,Dunedin,NZ,-45.8742,170.5036,52.81,84,90,8.99,overcast clouds
570,Xingyi,CN,24.1877,102.817,57.52,93,100,4.43,overcast clouds
571,Astoria,US,46.1879,-123.8313,55.56,93,100,11.5,mist
572,Hegang,CN,47.4,130.3667,45.28,83,100,12.82,overcast clouds
573,Porto Novo,BJ,6.4965,2.6036,82.22,84,49,5.21,scattered clouds
574,Miles City,US,46.4083,-105.8406,63.57,34,20,13.8,few clouds
575,Bambanglipuro,ID,-7.95,110.2833,82.31,80,100,1.72,overcast clouds
576,La Paz,BO,-16.5,-68.15,49.98,31,20,3.44,few clouds
577,Ilo,PE,-17.6394,-71.3375,64.33,83,19,6.11,few clouds
578,Sawtell,AU,-30.3833,153.1,76.19,88,100,5.75,overcast clouds
579,Pitea,SE,65.3172,21.4794,42.89,80,57,9.71,broken clouds
580,Giyani,ZA,-23.3025,30.7187,64.4,63,2,5.06,clear sky
581,Methoni,GR,36.8197,21.7049,65.21,86,43,9.4,scattered clouds
582,Catamarca,AR,-28.4696,-65.7852,66.78,65,87,5.17,overcast clouds
583,Vancouver,CA,49.2497,-123.1193,58.28,85,75,5.75,light rain
584,Duobao,CN,30.67,112.6895,65.17,57,96,11.92,overcast clouds
585,Altamira,BR,-3.2033,-52.2064,73.26,99,99,2.06,overcast clouds
586,Tchibanga,GA,-2.85,11.0333,72.39,99,100,1.3,overcast clouds
587,Buraydah,SA,26.326,43.975,75.65,13,0,9.91,clear sky
588,Paciran,ID,-6.8767,112.3761,82.72,80,100,4.99,overcast clouds
589,Warrington,GB,53.3925,-2.5802,60.33,76,0,3.44,clear sky
590,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.94,50,14,2.73,few clouds
591,Mattawa,US,46.7379,-119.9028,70.02,73,56,5.99,broken clouds
592,Shingu,JP,33.7333,135.9833,71.64,33,79,3.2,broken clouds
593,Baiyin,CN,36.5583,104.2081,50.61,42,100,4.36,overcast clouds
594,Walvis Bay,NA,-22.9575,14.5053,56.08,87,0,2.3,clear sky
595,Cooma,AU,-36.2333,149.1333,55.54,90,100,6.06,overcast clouds
596,Manggar,ID,-2.8833,108.2667,85.93,70,100,6.96,overcast clouds
597,Kangaatsiaq,GL,68.3065,-53.4641,17.74,89,19,4.7,few clouds
598,Urkut,HU,47.085,17.6439,58.33,68,0,2.21,clear sky
599,North Platte,US,41.1239,-100.7654,70.12,41,0,8.99,clear sky
600,La Rioja,ES,42.25,-2.5,49.78,89,59,6.85,broken clouds
601,Ketchikan,US,55.3422,-131.6461,52.27,66,40,10.36,scattered clouds
602,Bulgan,MN,48.8125,103.5347,55.8,20,8,3.51,clear sky
603,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
604,Mehamn,NO,71.0357,27.8492,31.91,92,100,6.73,overcast clouds
605,San Angelo,US,31.4638,-100.437,97.02,22,0,10.36,clear sky
606,Pitimbu,BR,-7.4706,-34.8086,77.59,83,18,9.62,few clouds
607,Placido De Castro,BR,-10.3353,-67.1856,74.57,92,99,1.59,overcast clouds
608,Catio,GW,11.2833,-15.25,77.58,82,68,5.19,broken clouds
609,Susanville,US,40.4163,-120.653,76.84,28,0,11.99,clear sky
610,Jinxiang,CN,27.4327,120.6062,55.99,89,100,14.83,overcast clouds
611,Fildu De Jos,RO,46.9333,23.0667,48.99,76,84,4.27,broken clouds
612,Madang,PG,-5.2246,145.7966,83.84,69,97,2.57,overcast clouds
613,Maoming,CN,21.65,110.9,79.65,87,96,4.92,overcast clouds
614,Chegdomyn,RU,51.1167,133.0167,43.9,74,100,4.34,overcast clouds
615,Coquimbo,CL,-29.9533,-71.3436,55.13,94,100,3.44,overcast clouds
616,El Vigia,VE,8.6219,-71.6506,77.94,87,99,4.83,overcast clouds
617,Pyapon,MM,16.2833,95.6833,83.7,74,23,4.61,few clouds
618,Vostok,RU,46.4856,135.8833,46.9,62,78,13.98,broken clouds
619,Chapleau,CA,47.8405,-83.4034,66.29,63,100,8.05,overcast clouds
620,Banjar,ID,-8.19,114.9675,84.49,66,42,2.39,scattered clouds
621,Pavlovka,RU,52.6897,47.1405,44.92,92,31,4.85,scattered clouds
622,Moron,AR,-34.6534,-58.6198,58.75,49,100,5.61,overcast clouds
623,Suhbaatar,MN,50.2314,106.2078,60.78,25,8,5.37,clear sky
624,Salta,AR,-24.7859,-65.4117,59.59,82,75,8.05,broken clouds
625,Konibodom,TJ,40.2843,70.4426,62.17,73,100,4.65,light rain
626,Luebo,CD,-5.35,21.4167,71.89,74,42,0.63,scattered clouds
627,Diban,SY,35.0365,40.5167,74.55,38,28,6.17,scattered clouds
628,Batemans Bay,AU,-35.7167,150.1833,64.09,78,100,2.77,light rain
629,Rivers,CA,50.0308,-100.2403,49.15,76,100,13.65,overcast clouds
630,Colesberg,ZA,-30.72,25.0972,45.75,75,0,7.99,clear sky
631,Alnashi,RU,56.1874,52.4792,45.72,94,100,7.38,overcast clouds
632,Tarko-Sale,RU,64.9225,77.785,54.39,79,100,10.36,overcast clouds
633,Yaring,TH,6.8662,101.3689,83.28,82,74,3.94,broken clouds
634,Katherine,AU,-14.4667,132.2667,82.72,61,0,3.44,clear sky
635,Saint-Ambroise,CA,48.5501,-71.3324,73.22,37,100,5.75,overcast clouds
636,Maturin,VE,9.75,-63.1767,77.74,70,100,7.81,overcast clouds
637,Halifax,CA,44.6453,-63.5724,61.52,74,100,9.22,overcast clouds
638,Sorland,NO,67.667,12.6934,42.66,87,98,23.69,light rain
639,Sovetskiy,RU,61.3614,63.5842,46.15,86,100,12.55,light rain
640,Waitara,NZ,-38.925,174.25,65.5,93,100,20.6,light rain
641,Cotonou,BJ,6.3654,2.4183,82.38,83,40,8.05,scattered clouds
642,Monrovia,LR,6.3005,-10.7969,80.26,84,100,7.4,light rain
643,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,0,6.71,clear sky
644,Eldoret,KE,0.5204,35.2699,53.69,87,0,3.44,clear sky
645,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.15,71,100,7.7,overcast clouds
646,San Quintin,MX,30.4833,-115.95,69.57,57,0,9.66,clear sky
647,General Cepeda,MX,25.3833,-101.45,80.08,37,29,16.22,scattered clouds
648,Goderich,CA,43.7501,-81.7165,66.52,68,98,10.36,overcast clouds
649,Saint-Augustin,CA,51.226,-58.6502,47.59,68,100,14.92,overcast clouds
650,Bardiyah,LY,31.7561,25.0865,63.5,88,0,9.78,clear sky
651,Exeter,GB,50.7236,-3.5275,54.79,95,100,4.03,overcast clouds
652,Quixada,BR,-4.9714,-39.0153,73.45,92,95,3.98,overcast clouds
653,Netanya,IL,32.3329,34.8599,73.94,78,100,6.04,overcast clouds
654,Mbanza-Ngungu,CD,-5.25,14.8667,68.23,96,42,1.48,scattered clouds
655,Vallenar,CL,-28.5708,-70.7581,60.06,53,0,0.78,clear sky
656,Shitanjing,CN,39.2342,106.3439,54.73,14,0,6.89,clear sky
657,Kulhudhuffushi,MV,6.6221,73.07,83.77,72,100,20.71,overcast clouds
658,Awjilah,LY,29.1081,21.2869,67.24,49,0,8.66,clear sky
659,Houma,US,29.5958,-90.7195,82.0,69,0,4.61,clear sky
660,Sandwick,GB,60.0,-1.25,48.02,100,100,5.75,overcast clouds
661,Teruel,ES,40.6667,-0.6667,55.11,69,36,6.93,scattered clouds
662,Saryg-Sep,RU,51.5,95.6,58.89,27,9,3.13,clear sky
663,Sijunjung,ID,-0.6876,100.9537,79.66,83,16,1.25,few clouds
664,Sayat,TM,38.7839,63.8803,58.87,30,0,8.68,clear sky
665,Necochea,AR,-38.5473,-58.7368,48.34,77,8,11.32,clear sky
666,Moose Factory,CA,51.2585,-80.6094,66.2,72,0,6.91,clear sky
667,Nantucket,US,41.2835,-70.0995,60.03,98,100,8.05,fog
668,San Rafael,AR,-34.6177,-68.3301,50.85,33,100,4.74,overcast clouds
669,Jacksonville Beach,US,30.2947,-81.3931,77.27,84,0,11.5,clear sky
670,Bari,IT,41.1177,16.8512,67.86,76,0,4.61,clear sky
671,Pandan,PH,14.0453,124.1694,86.22,68,66,9.22,broken clouds
672,Kenai,US,60.5544,-151.2583,56.03,35,40,10.36,scattered clouds
673,Ulaangom,MN,49.9811,92.0667,61.7,16,0,1.3,clear sky
674,Banda Aceh,ID,5.5577,95.3222,83.07,78,35,5.64,scattered clouds
675,Antofagasta,CL,-23.65,-70.4,58.28,80,43,4.43,scattered clouds
676,Rocha,UY,-34.4833,-54.3333,51.12,95,76,5.5,broken clouds
677,Iraquara,BR,-12.2486,-41.6194,71.31,77,100,5.64,overcast clouds
678,Melfort,CA,52.8667,-104.6177,50.13,62,99,9.22,overcast clouds
679,Bollnas,SE,61.3482,16.3946,42.48,63,9,9.6,clear sky
680,Polikhronon,GR,40.0166,23.5283,64.69,85,87,6.04,overcast clouds
681,Sicuani,PE,-14.2694,-71.2261,46.09,64,16,3.94,few clouds
682,Narsingi,IN,18.0333,78.4333,84.47,58,20,7.36,few clouds
683,San Andres,CO,12.5847,-81.7006,80.62,89,75,6.91,broken clouds
684,Verkh-Usugli,RU,52.7,115.1667,55.49,34,9,2.68,clear sky
685,Zhanaozen,KZ,43.3,52.8,58.46,49,100,9.6,overcast clouds
686,Chik,RU,54.9928,82.4311,60.87,51,77,6.71,broken clouds
687,Friesach,AT,46.9553,14.4058,57.2,94,5,3.62,clear sky
688,Pacific Grove,US,36.6177,-121.9166,72.88,71,0,8.99,clear sky
689,Port Lincoln,AU,-34.7333,135.8667,64.0,72,42,24.43,scattered clouds
690,Elizabeth City,US,36.2946,-76.2511,70.02,90,86,6.89,overcast clouds
691,Yuzha,RU,56.5831,42.0122,39.83,97,16,5.64,few clouds
